id,text,label
48652736,"Based on the fact that Claude Opus 4.8 decided I needed a cybersecurity exemption to debug a stupid pure virtual call bug (basically virtual method called inside of destructor) that I had already found, oh boy, I sure would <i>love</i> to have my 3D prints analyzed by Anthropic safe guards. We should also ensure that nothing shaped like a dildo can be printed without scanning our face and genitalia and keeping it on file with Persona while we&#x27;re at it.<p>I&#x27;m not mad at you for suggesting this, you&#x27;re right, I&#x27;m just generally aimlessly angry and ready for this world to burn.",2
48652714,"Fun fact:<p>There is a law in California that has been interpreted to mean that all clubbing weapons are illegal.  So if you by a length of pipe and keep it around (e.g. under your bed) explicitly for self-defense purposes, you have committed a crime.<p>IANAL, but as far as I can tell, keeping a shotgun in your home for self-defense purposes would be fine, as long as you aren&#x27;t planning ahead of time to use it as a club.<p>[edit]<p>My information is slightly out-of-date; there was an injunction against enforcement in 2024 from Fouts v Bonta.  I have no clue the injunction is or is not still in effect, so ask your lawyer before carrying a club.",1
48652384,"Quick Start Generate LoRA Adapters From metadata (JSON string or file):<p>tessera generate \   --from-metadata &#x27;{&quot;task&quot;: &quot;classification&quot;, &quot;domain&quot;: &quot;medical&quot;}&#x27; \   --base-model mistralai&#x2F;Mistral-7B-Instruct-v0.2 \   --rank 16 \   --save .&#x2F;adapter.safetensors<p>From text description:<p>tessera generate \   --from-text &quot;Medical diagnosis assistant&quot; \   --base-model mistralai&#x2F;Mistral-7B-Instruct-v0.2 \   --rank 16 \   --save .&#x2F;adapter.safetensors<p>From document:<p>tessera generate \   --from-doc .&#x2F;document.txt \   --base-model mistralai&#x2F;Mistral-7B-Instruct-v0.2 \   --rank 16 \   --save .&#x2F;adapter.safetensors<p>Base Model Management<p>Download a base model from HuggingFace Hub:<p>tessera model pull mistralai&#x2F;Mistral-7B-Instruct-v0.2 tessera model pull meta-llama&#x2F;Llama-3.1-8B-Instruct tessera model pull deepseek-ai&#x2F;DeepSeek-R1-Distill-Qwen-7B<p>Start vLLM with a base model:<p>tessera model serve-model mistralai&#x2F;Mistral-7B-Instruct-v0.2 --port 8000 tessera model serve-model mistralai&#x2F;Mistral-7B-Instruct-v0.2 --gpu-memory-utilization 0.9 tessera model serve-model mistralai&#x2F;Mistral-7B-Instruct-v0.2 --quantization awq<p>List cached base models:<p>tessera model list-models<p>Remove a cached model:<p>tessera model remove mistralai&#x2F;Mistral-7B-Instruct-v0.2<p>Start Tessera Server<p>Start the hypernetwork server (with auto vLLM):<p>tessera serve --port 8080 --base-model mistralai&#x2F;Mistral-7B-Instruct-v0.2<p>Start the hypernetwork server (standalone):<p>tessera serve --port 8080 --host 0.0.0.0 Check Server Health tessera health --url http:&#x2F;&#x2F;localhost:8080<p>List Available Models<p>tessera list",0
48653462,"I&#x27;m more of a bitmap font guy (at least, as long as my eyes continue to forgive me for it) but I&#x27;m always interested to see what other fonts there are around. It does look quite nice.<p>I must admit when I ran across the second real paragraph from the main page, I couldn&#x27;t help but only think more and more about how we will look back on marketing copy like this in a decade from now:<p><i>AI assistants produce both code and prose. MonoLisa Text renders long-form explanations with optimal readability, while MonoLisa Code keeps your code crystal clear. The perfect pairing for the AI era.</i> (Under the title <i>&quot;A perfect pairing for the AI era.&quot;</i>)<p>Ignoring the deep pit of sadness I felt when thinking about the incredibly long (and revolutionary) history of typefaces that led us to today for just a moment, I&#x27;m honestly curious how effective this marketing is. How many people would assume a font would be suitable for general text but not LLM-generated text and would need to be dissuaded from that notion? I wonder if someone has started selling keyboards that are &quot;perfect for prompting&quot; (but I&#x27;m too scared to look at this stage).",1
48653441,"You are right and this is the way, it&#x27;s just a lot easier said than done, especially the quizzes&#x2F;exams part.<p>There is a tension between: - authentic assessments (not multiple choice&#x2F; - grading resources - computer lab availability - students using AI in very discreet ways on their own laptop when taking an in-person exam<p>So overall you are on point, it&#x27;s just really hard to do honest authentic assessment at scale right now (in person or otherwise).<p>I see a potential for it to get much better, or much worse... Hard to tell which way it will go right now.",0
48651734,"Unless you believe that Black people are racially inferior, I think this is simply evidence of racial discrimination at a systemic level, from education through employment. AI merely reenforces the systems built to favor white people.",1
48654188,"People tend to rely on air temperatures when in reality the lethality of heat is probably more linked to the wet-bulb temperature.<p>The human body has a natural resting temperature of about 37°C, and metabolism of course generates more heat constantly, so we constantly have to shed that heat. When the temperature is low, we can rely purely on conducting the heat into the atmosphere to shed the heat (which is probably why internal body temperature is higher than the atmosphere!). At higher temperatures, conduction is less efficient, or sometimes even adds heat load into the system (at above 37°C, obviously), so we start relying on evaporative cooling (i.e., sweat) to cool us down.<p>The wet-bulb temperature is the minimum temperature that can be reached by evaporative cooling. So when the wet-bulb temperature is in the mid-30s °C… people start to become literally unable to regulate their core body temperature, and the heat is lethal. Wet-bulb is largely a combination of the temperature and humidity, but unfortunately, it&#x27;s not typically reported in most weather reports, so people go off of the air temperature (and the humidity) that is reported.<p>Which is a long-winded way of saying &quot;the humidity matters <i>a lot</i> for how much a given temperature is bearable.&quot; I don&#x27;t know what environment you come from purely by rural New South Wales, but my first guess is the semi-arid and thus low-humidity bush regions of the state, which means the apparent wet-bulb temperature of 37-40°C would be a lot lower than the equivalent 37-40°C for most of the humid continental climates of Europe.",1
48654375,"Hah! Thanks for whomever posted this. This is my little baby&#x2F;project and I&#x27;d like to share a little about it... Quite some years ago (before all this AI Hype) I ventured on trying to deeply understand how Linux containers worked. At first I built a shell script called `box` that used the Busybox `unshare` utility to create little isolated namespaces&#x2F;cgroups where you could &quot;box&quot; your little program on the root file-system. Later on I decided to write box in Go.<p>box now is basically a fully capable lightweight daemon-less container runtime, much like podman (but no rootless, not yet). Along with another project I also wrote called sshbox that is basically an SSH reverse prox; are what powered mbox.blue<p>mbox.blue is basically an experimental shared Linux system based around the core idea of persisetnt containers. All home grown.",0
48652909,"These are the epitome of individualism. It&#x27;s a <i>Fuck you I&#x27;m safe</i>. They&#x27;re even designed to look like fists. Here is a quote from General Motors truck designer Karan Moorjani:<p>“I remember wanting it to make it feel very locomotive… my first week in Detroit I was driving through downtown and seeing the fist of Joe Louis, and remember thinking that’s what this truck should look like – a massive fist moving through the air.”<p>... we spent a lot of time making sure that when you stand in front of this thing it looks like it’s going to come get you. It’s got that pissed-off feel, but not in a boyish way, still looking mature. It just had to have that imposing look,” explained the GM designer.&quot;<p>The design of these things is deliberately antisocial. The huge hood is not even needed since it&#x27;s possible to stand inside the mostly empty engine bays of these things as FortNine showed: <a href=""https:&#x2F;&#x2F;youtu.be&#x2F;YpuX-5E7xoU?t=431"" rel=""nofollow"">https:&#x2F;&#x2F;youtu.be&#x2F;YpuX-5E7xoU?t=431</a><p>But it&#x27;s not just the hood heights wrong with modern vehicles. Multiple design trends are hostile to other road users and reduce safety equality if you will.<p>- Headlight hues are white and blinding<p>- Headlight positioning has increased with the hood height which tends to blind people.<p>- The pillars in vehicles are really thick and raked which is safer for the occupants but also means visibility is reduced. Great, so now people in bigger, newer, safer vehicles are more likely to hit pedestrians and people in older, smaller vehicles.<p>- Windows are more tinted and often smaller meaning vehicles are opaque walls now which hinders visibility and communication at intersections.",2
48651750,"Practically, what this boils down to is having clear success criteria.<p>The harness (Claude Codex, Codex, Pi etc) keeps throwing things into the context and executing tools (as directed by the model) until the success criteria is satisfied.<p>The &quot;rules&quot; of using AI successfully are basically just the rules of any successful development team. Break things down into clearly defined chunks, make the success criteria clear and provide a way to get the right feedback on how the system is running (logs, metrics, traces etc).",0
48654288,Nothing that European countries can do will remove the need for more air conditioning.,0
48654439,"And this code is often full of security vulnerabilities. It&#x27;s just hacks on top of hacks on top of hacks. You end up with 100K lines of code full of weird fallbacks, doing something which could have been done more reliably with just 1K lines of code.<p>I think author&#x27;s comment about preferring systems which make invalid edge cases impossible rather than implementing fallbacks is hugely important. With the fallback approach; you end up implementing fallback on top of fallback on top of fallback... Each fallback seems to increase the amount of code exponentially and somehow it always creates new problems. This should almost be a &#x27;General law of system design.&#x27;<p>Fallbacks reduce the risk of failure but make failures more complicated and harmful when they do happen.<p>As a software engineer, like the new coding environment which is being created by AI.<p>Big tech companies have created infinite work for me. The human developer has become a critical component of code execution. The human needs to always be present to handle the nearly infinite number of difficult unhandled exception cases which are guaranteed to occur from time to time.<p>The software engineer is no longer like a laborer, but more like a security guard who sits at his desk drinking coffee most of the time and only steps in on rare occasions when something goes wrong.",1
48652638,"Compaing AI datacenters (which haven&#x27;t proved to benefit most people, especially the ones near such DC) to nuclear is a really dumb analogy.",2
48653375,"Isolated, on-demand microVMs — built for AI agents, code execution, and dev environments.",0
48653025,"I hesitate to say this because I think the AI hype is generally overdone, but I was contemplating the other day how much I would recommend my employer spend on AI tooling for me based on my salary and it&#x27;s got to be in the tens of thousands of dollars per year if I&#x27;m being honest. I&#x27;m a contractor. On my most recent client, I was able to learn a completely new domain and business, design a solution and build a full stack POC (a complicated one with technologies I had never used before) nearly singlehandedly in less than 2 months. That includes all of the onboarding time, getting access to the right people, repositories, databases etc. What made it possible was 1) the AI helped me understand technologies I had never used before, from a 30 year old Java stack to graph databases, 2) it could analyze DDLs and make correct inferences about what tables and columns meant in both business and technical terms,  3) it generated mostly-correct code in multiple languages to achieve what I needed it to do, and 4) it referenced libraries I didn&#x27;t know existed to accomplish tasks I needed done. I could cycle between these activities and iterate FAR more rapidly than I ever have before. To me this is the thing the AI companies should really be emphasizing. I&#x27;m not convinced autonomous agents are really working out, but I&#x27;m 1000% sold on their ability to empower developers. And I say this as a pretty skeptical late adopter who only knows the most basic AI tooling.",1
48652207,AI vibes all the place!,2
48654624,"Unless the aircon is a heat pump, in which case it’s also useful in the winter, it’s more efficient and carbon neutral if your electricity grid is decarbonised.<p>If most people can’t afford a heat pump, why do we entertain the idea of making them pay an order of magnitude more to better insulate their home, which doesn’t even work in the end?<p>You’ve been misinformed by European media. Please do your research, it’s all online.",0
48652841,"I was planning to wait until the M6 generation to replace my 16&quot; MBP M1 Pro. But after Cook said they will have to increase prices soon, I went out and bought an M5 15&quot; Air with 24GB&#x2F;1TB.<p>I think the M6 Pro&#x2F;Max generation will have a substantial price increase given the new design, OLED, N2 TSMC node, and memory prices not coming down.",1
48653007,"&gt;Until AI comes for your mechanics job too,<p>Yes and no!!<p>New cars are computers on wheel, you need a computer to release the break pad in some cars which is insane.<p>Now, when it comes to being a mechanic per se, there is no robot able to perform most of the jobs done by a human. Good mechanics are full booked.",0
48653510,"AirBnb should just close up shop, they aren&#x27;t worth it. Hotels are 10x better value",1
48652652,"Get your buddy with his smoking Mac to allow multiple concurrent connections and see how it gets on compared to your Spark.  Don&#x27;t ever use a single &quot;chat&quot; test to derive performance - try running say 10 or more.<p>You might also notice that your Spark has a pair of QSFP28 or DD (not sure yet) type interfaces as well as the 10Gb&#x2F;s ethernet - that network card is a right old beast and adds quite a lot to the cost.  It is capable of either 200 or 400Mb&#x2F;s and can be split into two lots of four.  Your mate&#x27;s Mac probably has a wifi connection and is too cool for ethernet 8)<p>That NIC is there for a good reason - the Spark wants some friends to cluster with and you will absolutely spank any Mac when you spaff Mac style money on say three of these beasts and some cables and cluster them up.  If you want four or more, you will need a switch and Mikrotik and others have them.<p>Casual &quot;tokens per second&quot; in AI is a bit like gamers whittering on about &quot;ping&quot; when they are using TCP and UDP for their games.  ICMP request&#x2F;response is a handy way of testing network paths and can give some indications towards potential performance limitations.",1
48653286,"AI is more like a union that controls the entire labour pool. I&#x27;m one out of a few million developers. I&#x27;ve got very limited bargaining power. I can&#x27;t withdraw my labour because I need it to make rent and buy food. My cost has a very predictable ceiling.<p>On the other hand, there&#x27;s two AI labs, that could afford to eat your profit, because what are you gonna do? They&#x27;re your entire labour force.",0
48652218,"&gt; While vehicle sizes are indeed trending upward in Australia and Europe, giant SUV and especially giant truck penetration in both countries is still far behind US levels<p>Many big SUVs are flat out illegal in Europe, you’d need a small truck license. It’s hard to comprehend how large American cars are unless you’ve lived in both places.<p>For example:<p>we took an Uber to the airport for our annual pilgrimage back home. We had 4 suitcases this time because new babies need gifts. In USA we got picked up by a sedan and everything fit in the trunk. In Europe we rented an SUV and had to break down the rear seats to fit everything.",0
48653298,"&gt; * Bias is absolutely impossible to avoid, especially with how today&#x27;s &quot;AI&quot; works.*<p>Unless you&#x27;re taking the &quot;there are multiple mathematically incompatible ways to define bias&quot; view of the topic, just do what&#x27;s already known best practice for high-bureaucracy human review. Which is too define an overly-pedantic standard rubric.",0
48652310,"Not really an ai response but I remember the path following and aggro is really smart in Elden Ring and earlier Dark Souls. That is you try to run away after pulling aggro and when you think you&#x27;re safe you&#x27;ll run into some other strong enemies, after which, oops, the original enemy followed you down a ladder and stabbed you in the back. Of course they have a bunch of occasions where enemies are in places you don&#x27;t expect them as well. It isn&#x27;t really about the mob ai as much as level design and the balance of difficult-to-kill enemies at inconvenient times.",0
48653293,"How long until people get police showing up at their door because they tried to print something harmless but gun-shaped (like a light gun for retro games, or Nerf-style toys) and were flagged by the AI &#x27;firearm detector&#x27;?",0
48654283,"I&#x27;m wondering whether this is a permanent change. After all the easy-to-find bugs have fixed and you can&#x27;t find them just by asking an AI, perhaps security issues will deserve special treatment again.",0
48654532,We used to say genius is 1% inspiration + 99% perspiration. Now we say genius is 1% inspiration + 99% tokens.<p>I was able to enjoy the subsidy from these AI companies to build some projects quickly. Even my wife (non-techie) is able to get a lot of data analysis and processing done once I taught her how to use Codex. We&#x27;ll just keep enjoying it while it lasts.,0
